_url,_position,constituency,party,candidate,votes,votes/_source,share,share/_source
http://www.bbc.co.uk/news/politics/constituencies/E14000780,5,"Green Party (GRN) , with candidate Tim Goodall , have the following results: 3,042 total votes taken. 7.0% share of the total vote +5.8% change in share of the votes",(GRN),", with candidate Tim Goodall",3042,"3,042",7,7
http://www.bbc.co.uk/news/politics/constituencies/E14000780,6,"UKIP (UKIP) , with candidate Julian Metcalfe , have the following results: 2,997 total votes taken. 6.9% share of the total vote +5.5% change in share of the votes",(UKIP),", with candidate Julian Metcalfe",2997,"2,997",6.9,6.9
http://www.bbc.co.uk/news/politics/constituencies/E14000780,7,"Yorkshire First (YF) , with candidate Bob Buxton , have the following results: 143 total votes taken. 0.3% share of the total vote +0.3% change in share of the votes",(YF),", with candidate Bob Buxton",143,143,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/E14000780,8,"Alliance for Green Socialism (AGS) , with candidate Mike Davies , have the following results: 79 total votes taken. 0.2% share of the total vote -0.1% change in share of the votes",(AGS),", with candidate Mike Davies",79,79,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000780,9,"Above and Beyond (AB) , with candidate Mark Flanagan , have the following results: 24 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(AB),", with candidate Mark Flanagan",24,24,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/E14001021,1,Watford,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001021,2,"Conservative (CON) , with candidate Richard Harrington , have the following results: 24,400 total votes taken. 43.5% share of the total vote +8.5% change in share of the votes",(CON),", with candidate Richard Harrington",24400,"24,400",43.5,43.5
http://www.bbc.co.uk/news/politics/constituencies/E14001021,3,"Labour (LAB) , with candidate Matt Turmaine , have the following results: 14,606 total votes taken. 26.0% share of the total vote -0.7% change in share of the votes",(LAB),", with candidate Matt Turmaine",14606,"14,606",26,26
http://www.bbc.co.uk/news/politics/constituencies/E14001021,4,"Liberal Democrat (LD) , with candidate Dorothy Thornhill , have the following results: 10,152 total votes taken. 18.1% share of the total vote -14.3% change in share of the votes",(LD),", with candidate Dorothy Thornhill",10152,"10,152",18.1,18.1
http://www.bbc.co.uk/news/politics/constituencies/E14001021,5,"UKIP (UKIP) , with candidate Nick Lincoln , have the following results: 5,481 total votes taken. 9.8% share of the total vote +7.6% change in share of the votes",(UKIP),", with candidate Nick Lincoln",5481,"5,481",9.8,9.8
http://www.bbc.co.uk/news/politics/constituencies/E14001021,6,"Green Party (GRN) , with candidate Aidan Cottrell-Boyce , have the following results: 1,332 total votes taken. 2.4% share of the total vote +0.8% change in share of the votes",(GRN),", with candidate Aidan Cottrell-Boyce",1332,"1,332",2.4,2.4
http://www.bbc.co.uk/news/politics/constituencies/E14001021,7,"TUSC (TUSC) , with candidate Mark O'Connor , have the following results: 178 total votes taken. 0.3% share of the total vote +0.3% change in share of the votes",(TUSC),", with candidate Mark O'Connor",178,178,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/E14001024,1,Weaver Vale,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001024,2,"Conservative (CON) , with candidate Graham Evans , have the following results: 20,227 total votes taken. 43.2% share of the total vote +4.6% change in share of the votes",(CON),", with candidate Graham Evans",20227,"20,227",43.2,43.2
http://www.bbc.co.uk/news/politics/constituencies/E14001024,3,"Labour (LAB) , with candidate Julia Tickridge , have the following results: 19,421 total votes taken. 41.4% share of the total vote +5.2% change in share of the votes",(LAB),", with candidate Julia Tickridge",19421,"19,421",41.4,41.4
http://www.bbc.co.uk/news/politics/constituencies/E14001024,4,"UKIP (UKIP) , with candidate Amos Wright , have the following results: 4,547 total votes taken. 9.7% share of the total vote +7.4% change in share of the votes",(UKIP),", with candidate Amos Wright",4547,"4,547",9.7,9.7
http://www.bbc.co.uk/news/politics/constituencies/E14001024,5,"Liberal Democrat (LD) , with candidate Mary Di Mauro , have the following results: 1,395 total votes taken. 3.0% share of the total vote -15.7% change in share of the votes",(LD),", with candidate Mary Di Mauro",1395,"1,395",3,3
http://www.bbc.co.uk/news/politics/constituencies/E14001024,6,"Green Party (GRN) , with candidate Chris Copeman , have the following results: 1,183 total votes taken. 2.5% share of the total vote +1.8% change in share of the votes",(GRN),", with candidate Chris Copeman",1183,"1,183",2.5,2.5
http://www.bbc.co.uk/news/politics/constituencies/E14001024,7,"TUSC (TUSC) , with candidate Joseph Whyte , have the following results: 94 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(TUSC),", with candidate Joseph Whyte",94,94,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000781,1,Leeds West,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000781,2,"Labour (LAB) , with candidate Rachel Reeves , have the following results: 18,456 total votes taken. 48.0% share of the total vote +5.7% change in share of the votes",(LAB),", with candidate Rachel Reeves",18456,"18,456",48,48
http://www.bbc.co.uk/news/politics/constituencies/E14000781,3,"Conservative (CON) , with candidate Alex Pierre-Traves , have the following results: 7,729 total votes taken. 20.1% share of the total vote +0.4% change in share of the votes",(CON),", with candidate Alex Pierre-Traves",7729,"7,729",20.1,20.1
http://www.bbc.co.uk/news/politics/constituencies/E14000781,4,"UKIP (UKIP) , with candidate Anne Murgatroyd , have the following results: 7,104 total votes taken. 18.5% share of the total vote +15.5% change in share of the votes",(UKIP),", with candidate Anne Murgatroyd",7104,"7,104",18.5,18.5
http://www.bbc.co.uk/news/politics/constituencies/E14000781,5,"Green Party (GRN) , with candidate Andrew Pointon , have the following results: 3,217 total votes taken. 8.4% share of the total vote +3.6% change in share of the votes",(GRN),", with candidate Andrew Pointon",3217,"3,217",8.4,8.4
http://www.bbc.co.uk/news/politics/constituencies/E14000781,6,"Liberal Democrat (LD) , with candidate Laura Coyle , have the following results: 1,495 total votes taken. 3.9% share of the total vote -20.3% change in share of the votes",(LD),", with candidate Laura Coyle",1495,"1,495",3.9,3.9
http://www.bbc.co.uk/news/politics/constituencies/E14000781,7,"Cannabis Is Safer Than Alcohol (CSA) , with candidate Matthew West , have the following results: 217 total votes taken. 0.6% share of the total vote +0.6% change in share of the votes",(CSA),", with candidate Matthew West",217,217,0.6,0.6
http://www.bbc.co.uk/news/politics/constituencies/E14000781,8,"TUSC (TUSC) , with candidate Ben Mayor , have the following results: 205 total votes taken. 0.5% share of the total vote +0.5% change in share of the votes",(TUSC),", with candidate Ben Mayor",205,205,0.5,0.5
http://www.bbc.co.uk/news/politics/constituencies/E14001023,1,Wealden,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001023,2,"Conservative (CON) , with candidate Nus Ghani , have the following results: 32,508 total votes taken. 57.0% share of the total vote +0.5% change in share of the votes",(CON),", with candidate Nus Ghani",32508,"32,508",57,57
http://www.bbc.co.uk/news/politics/constituencies/E14001023,3,"UKIP (UKIP) , with candidate Peter Griffiths , have the following results: 9,541 total votes taken. 16.7% share of the total vote +10.7% change in share of the votes",(UKIP),", with candidate Peter Griffiths",9541,"9,541",16.7,16.7
http://www.bbc.co.uk/news/politics/constituencies/E14001023,4,"Labour (LAB) , with candidate Solomon Curtis , have the following results: 6,165 total votes taken. 10.8% share of the total vote +1.2% change in share of the votes",(LAB),", with candidate Solomon Curtis",6165,"6,165",10.8,10.8
http://www.bbc.co.uk/news/politics/constituencies/E14001023,5,"Liberal Democrat (LD) , with candidate Giles Goodall , have the following results: 5,180 total votes taken. 9.1% share of the total vote -16.2% change in share of the votes",(LD),", with candidate Giles Goodall",5180,"5,180",9.1,9.1
http://www.bbc.co.uk/news/politics/constituencies/E14001023,6,"Green Party (GRN) , with candidate Mark J Smith , have the following results: 3,623 total votes taken. 6.4% share of the total vote +3.8% change in share of the votes",(GRN),", with candidate Mark J Smith",3623,"3,623",6.4,6.4
http://www.bbc.co.uk/news/politics/constituencies/E14000782,1,Leicester East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000782,2,"Labour (LAB) , with candidate Keith Vaz , have the following results: 29,386 total votes taken. 61.1% share of the total vote +7.4% change in share of the votes",(LAB),", with candidate Keith Vaz",29386,"29,386",61.1,61.1
http://www.bbc.co.uk/news/politics/constituencies/E14000782,3,"Conservative (CON) , with candidate Kishan Devani , have the following results: 11,034 total votes taken. 23.0% share of the total vote -1.5% change in share of the votes",(CON),", with candidate Kishan Devani",11034,"11,034",23,23
http://www.bbc.co.uk/news/politics/constituencies/E14000782,4,"UKIP (UKIP) , with candidate Susanna Steptoe , have the following results: 4,290 total votes taken. 8.9% share of the total vote +7.4% change in share of the votes",(UKIP),", with candidate Susanna Steptoe",4290,"4,290",8.9,8.9
http://www.bbc.co.uk/news/politics/constituencies/E14000782,5,"Green Party (GRN) , with candidate Nimit Jethwa , have the following results: 1,468 total votes taken. 3.1% share of the total vote +1.5% change in share of the votes",(GRN),", with candidate Nimit Jethwa",1468,"1,468",3.1,3.1
http://www.bbc.co.uk/news/politics/constituencies/E14000782,6,"Liberal Democrat (LD) , with candidate Dave Raval , have the following results: 1,233 total votes taken. 2.6% share of the total vote -11.6% change in share of the votes",(LD),", with candidate Dave Raval",1233,"1,233",2.6,2.6
http://www.bbc.co.uk/news/politics/constituencies/E14000782,7,"TUSC (TUSC) , with candidate Michael Barker , have the following results: 540 total votes taken. 1.1% share of the total vote +1.1% change in share of the votes",(TUSC),", with candidate Michael Barker",540,540,1.1,1.1
http://www.bbc.co.uk/news/politics/constituencies/E14000782,8,"Independent (IND) , with candidate Tom Darwood , have the following results: 117 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(IND),", with candidate Tom Darwood",117,117,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000680,1,Hampshire East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000680,2,"Conservative (CON) , with candidate Damian Hinds , have the following results: 31,334 total votes taken. 60.7% share of the total vote +3.9% change in share of the votes",(CON),", with candidate Damian Hinds",31334,"31,334",60.7,60.7
http://www.bbc.co.uk/news/politics/constituencies/E14000680,3,"UKIP (UKIP) , with candidate Peter Baillie , have the following results: 6,187 total votes taken. 12.0% share of the total vote +9.1% change in share of the votes",(UKIP),", with candidate Peter Baillie",6187,"6,187",12,12
http://www.bbc.co.uk/news/politics/constituencies/E14000680,4,"Liberal Democrat (LD) , with candidate Richard Robinson , have the following results: 5,732 total votes taken. 11.1% share of the total vote -19.4% change in share of the votes",(LD),", with candidate Richard Robinson",5732,"5,732",11.1,11.1
http://www.bbc.co.uk/news/politics/constituencies/E14000680,5,"Labour (LAB) , with candidate Alex Wilks , have the following results: 5,220 total votes taken. 10.1% share of the total vote +2.2% change in share of the votes",(LAB),", with candidate Alex Wilks",5220,"5,220",10.1,10.1
http://www.bbc.co.uk/news/politics/constituencies/E14000680,6,"Green Party (GRN) , with candidate Peter Bisset , have the following results: 3,176 total votes taken. 6.1% share of the total vote +6.1% change in share of the votes",(GRN),", with candidate Peter Bisset",3176,"3,176",6.1,6.1
http://www.bbc.co.uk/news/politics/constituencies/E14000681,1,Surrey East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000681,2,"Conservative (CON) , with candidate Sam Gyimah , have the following results: 32,211 total votes taken. 57.4% share of the total vote +0.7% change in share of the votes",(CON),", with candidate Sam Gyimah",32211,"32,211",57.4,57.4
http://www.bbc.co.uk/news/politics/constituencies/E14000681,3,"UKIP (UKIP) , with candidate Helena Windsor , have the following results: 9,553 total votes taken. 17.0% share of the total vote +10.1% change in share of the votes",(UKIP),", with candidate Helena Windsor",9553,"9,553",17,17
http://www.bbc.co.uk/news/politics/constituencies/E14000681,4,"Labour (LAB) , with candidate Matt Wilson , have the following results: 6,627 total votes taken. 11.8% share of the total vote +2.8% change in share of the votes",(LAB),", with candidate Matt Wilson",6627,"6,627",11.8,11.8
